type,label,original_text,processed_text
ham,0,"এক একটি স্কুল, কলেজের ছাত্র ছাত্রীরা কত বড় আর্টিস্ট,
তা প্রমাণ পাওয়া যায় ওই স্কুল কলেজর বাথরুম এর আর্টস দেখে। 😍😷","এক একটি স্কুল, কলেজের ছাত্র ছাত্রীরা কত বড় আর্টিস্ট, তা প্রমাণ পাওয়া যায় ওই স্কুল কলেজর বাথরুম এর আর্টস দেখে। 😍😷"
ham,0,"এই ছুটির চেতনা এবং এই আবহাওয়া আপনার হৃদয়কে ভালবাসা, শান্তি এবং শান্ত দিয়ে পূর্ণ করুক। এই ইসলামিক নববর্ষে আপনাকে অনেক অনেক শুভেচ্ছা।","এই ছুটির চেতনা এবং এই আবহাওয়া আপনার হৃদয়কে ভালবাসা, শান্তি এবং শান্ত দিয়ে পূর্ণ করুক। এই ইসলামিক নববর্ষে আপনাকে অনেক অনেক শুভেচ্ছা।"
ham,0,মহান আল্লাহ তায়ালা মুসলিম উম্মাহ এবং সমস্ত ইসলামী দেশের উপর তাঁর রহমত বর্ষণ করুন। হিজরী নববর্ষের শুভেচ্ছা।,মহান আল্লাহ তায়ালা মুসলিম উম্মাহ এবং সমস্ত ইসলামী দেশের উপর তাঁর রহমত বর্ষণ করুন। হিজরী নববর্ষের শুভেচ্ছা।
ham,0,সবাইকে হিজরী নববর্ষের শুভেচ্ছা এবং এই নববর্ষের নতুন আলোয় আলোকিত হয়ে সবার জীবন সাফল্যে ভরে উঠুক।,সবাইকে হিজরী নববর্ষের শুভেচ্ছা এবং এই নববর্ষের নতুন আলোয় আলোকিত হয়ে সবার জীবন সাফল্যে ভরে উঠুক।
ham,0,সমস্ত প্রশংসা ও কৃতজ্ঞতা আল্লাহর জন্য যাঁর মালিকানাধীন আসমান ও যমীনে যা কিছু আছে। বরকতময় হোক মহরম,সমস্ত প্রশংসা ও কৃতজ্ঞতা আল্লাহর জন্য যাঁর মালিকানাধীন আসমান ও যমীনে যা কিছু আছে। বরকতময় হোক মহরম
ham,0,"মহররমের শুভ দিনে, আল্লাহ আপনাকে স্বাস্থ্য, সম্পদ, শান্তি এবং সুখের সাথে আশীর্বাদ করুন!","মহররমের শুভ দিনে, আল্লাহ আপনাকে স্বাস্থ্য, সম্পদ, শান্তি এবং সুখের সাথে আশীর্বাদ করুন!"
ham,0,"শান্তি আমাদের চারপাশের সমস্ত খালি জায়গা পূর্ণ করুক, সুখ এই বছর আমাদের সমস্ত ইচ্ছার উত্তর দিক। ইসলামিক হিজরী নববর্ষের শুভেচ্ছা।","শান্তি আমাদের চারপাশের সমস্ত খালি জায়গা পূর্ণ করুক, সুখ এই বছর আমাদের সমস্ত ইচ্ছার উত্তর দিক। ইসলামিক হিজরী নববর্ষের শুভেচ্ছা।"
ham,0,"সবাইকে ইসলামিক নববর্ষের শুভেচ্ছা। এই নতুন বছর পৃথিবীতে বয়ে আনুক অনাবিল শান্তি, সমৃদ্ধি ও সুখ।","সবাইকে ইসলামিক নববর্ষের শুভেচ্ছা। এই নতুন বছর পৃথিবীতে বয়ে আনুক অনাবিল শান্তি, সমৃদ্ধি ও সুখ।"
ham,0,হিজরি নববর্ষের শুভেচ্ছা! আল্লাহ আপনার জীবনকে সুখ ও সমৃদ্ধিতে ভরিয়ে দিন।,হিজরি নববর্ষের শুভেচ্ছা! আল্লাহ আপনার জীবনকে সুখ ও সমৃদ্ধিতে ভরিয়ে দিন।
ham,0,নববর্ষের এই দিনে আপনার সকল দুঃখ দূর হয়ে যাক। হিজরি ১৪৪৬ মোবারক।,নববর্ষের এই দিনে আপনার সকল দুঃখ দূর হয়ে যাক। হিজরি <NUMBER> মোবারক।
ham,0,হিজরি নববর্ষের শুভেচ্ছা! আল্লাহ আপনার পরিবারকে শান্তি ও সমৃদ্ধি দান করুন।,হিজরি নববর্ষের শুভেচ্ছা! আল্লাহ আপনার পরিবারকে শান্তি ও সমৃদ্ধি দান করুন।
ham,0,নববর্ষের শুভেচ্ছা! আল্লাহ আপনার প্রতিটি দিনকে আশীর্বাদে ভরিয়ে তুলুন।,নববর্ষের শুভেচ্ছা! আল্লাহ আপনার প্রতিটি দিনকে আশীর্বাদে ভরিয়ে তুলুন।
ham,0,হিজরি নববর্ষে আপনার সকল স্বপ্ন পূরণ হোক। শুভ নববর্ষ।,হিজরি নববর্ষে আপনার সকল স্বপ্ন পূরণ হোক। শুভ নববর্ষ।
ham,0,নববর্ষের শুভেচ্ছা! আল্লাহ আপনার জীবনে সুখ ও সমৃদ্ধির ধারা বইয়ে দিন।,নববর্ষের শুভেচ্ছা! আল্লাহ আপনার জীবনে সুখ ও সমৃদ্ধির ধারা বইয়ে দিন।
ham,0,নববর্ষের শুভেচ্ছা! আল্লাহ আপনার সকল কষ্ট দূর করে আপনার জীবনকে আলোকিত করুন।,নববর্ষের শুভেচ্ছা! আল্লাহ আপনার সকল কষ্ট দূর করে আপনার জীবনকে আলোকিত করুন।
ham,0,শেখ হাসিনা সরকারের সাফল্য:,শেখ হাসিনা সরকারের সাফল্য:
ham,0,নৌবাহিনীতে আর্থিক লেনদেনের মাধ্যমে ভর্তি হওয়া দন্ডনীয় অপরাধ। প্রতারক বা দালাল চক্র হতে সাবধান।,নৌবাহিনীতে আর্থিক লেনদেনের মাধ্যমে ভর্তি হওয়া দন্ডনীয় অপরাধ। প্রতারক বা দালাল চক্র হতে সাবধান।
ham,0,"“বস্ত্র অধিদপ্তরাধীন বঙ্গবন্ধু টেক্সটাইল ইঞ্জিনিয়ারিং কলেজ, কালিহাতী, টাংগাইলে বি.এসসি ইন টেক্সটাইল ইঞ্জিনিয়ারিং প্রোগ্রামে অনলাইনে ভর্তির আবেদন গ্রহণ চলছে” বিস্তারিত www.dot.gov.bd","“বস্ত্র অধিদপ্তরাধীন বঙ্গবন্ধু টেক্সটাইল ইঞ্জিনিয়ারিং কলেজ, কালিহাতী, টাংগাইলে বি.এসসি ইন টেক্সটাইল ইঞ্জিনিয়ারিং প্রোগ্রামে অনলাইনে ভর্তির আবেদন গ্রহণ চলছে” বিস্তারিত <URL>"
ham,0,৩০ সেপ্টেম্বর সন্ধ্যা ০৭-০৮ টায় ‘ক’ গ্রুপ এবং ০১ অক্টোবর ২০২২ সন্ধ্যা ০৭-০৮ টায় ‘খ’ গ্রুপ এর শেখ রাসেল অনলাইন কুইজ প্রতিযোগিতা অনুষ্ঠিত হবে। পরীক্ষায় অংশ নিতে ভিজিট করুনঃ quiz.sheikhrussel.gov.bd,<NUMBER> সেপ্টেম্বর সন্ধ্যা <NUMBER> - <NUMBER> টায় ‘ক’ গ্রুপ এবং <NUMBER> অক্টোবর <NUMBER> সন্ধ্যা <NUMBER> - <NUMBER> টায় ‘খ’ গ্রুপ এর শেখ রাসেল অনলাইন কুইজ প্রতিযোগিতা অনুষ্ঠিত হবে। পরীক্ষায় অংশ নিতে ভিজিট করুনঃ <URL>
ham,0,আগামী ১ অক্টোবর ২০২২ তারিখ হতে ভূমি নামজারির ডিসিআর ফি ১১০০ টাকা অনলাইনে প্রদান বাধ্যতামূলক। -ভূমি মন্ত্রণালয়,আগামী <NUMBER> অক্টোবর <NUMBER> তারিখ হতে ভূমি নামজারির ডিসিআর ফি <MONEY> অনলাইনে প্রদান বাধ্যতামূলক। -ভূমি মন্ত্রণালয়
ham,0,আজ “বঙ্গবন্ধু গ্লোবাল ইয়্যুথ লিডারশিপ অ্যাওয়ার্ড ২০২০” এর শুভ উদ্বোধন করবেন গণপ্রজাতন্ত্রী বাংলাদেশের মহামান্য রাষ্ট্রপতি মোঃ আব্দুল হামিদ।,আজ “বঙ্গবন্ধু গ্লোবাল ইয়্যুথ লিডারশিপ অ্যাওয়ার্ড <NUMBER> ” এর শুভ উদ্বোধন করবেন গণপ্রজাতন্ত্রী বাংলাদেশের মহামান্য রাষ্ট্রপতি মোঃ আব্দুল হামিদ।
ham,0,"আজ ৩০ সেপ্টেম্বর বিশ্ব নৌ দিবস । ‘‘বিশ্ব নৌ দিবসের আহবান, নাবিকগণই নৌ ভবিষ্যতের সোপান ’’- নৌ পরিবহন অধিদপ্তর ।","আজ <NUMBER> সেপ্টেম্বর বিশ্ব নৌ দিবস । ‘‘বিশ্ব নৌ দিবসের আহবান, নাবিকগণই নৌ ভবিষ্যতের সোপান ’’- নৌ পরিবহন অধিদপ্তর ।"
ham,0,বাংলাদেশ সেনাবাহিনীতে ৯০তম বিএমএ দীর্ঘমেয়াদী কোর্সে কমিশন্ড অফিসার পদে ভর্তির জন্য অনলাইনে আবেদন আহবান করা হচ্ছে। আবেদনের শেষ তারিখ ০৭ অক্টোবর ২০২২। বিস্তারিত https://joinbangladesharmy.army.mil.bd,বাংলাদেশ সেনাবাহিনীতে ৯০তম বিএমএ দীর্ঘমেয়াদী কোর্সে কমিশন্ড অফিসার পদে ভর্তির জন্য অনলাইনে আবেদন আহবান করা হচ্ছে। আবেদনের শেষ তারিখ <NUMBER> অক্টোবর <NUMBER> । বিস্তারিত <URL>
ham,0,শেখ রাসেল দিবস ২০২৩ উপলক্ষ্যে ৮-১৮ বছর বয়সী শিশু-কিশোরদের জন্য অনলাইন কুইজ প্রতিযোগিতা ২০২৩ শুরু হয়েছে।,শেখ রাসেল দিবস <NUMBER> উপলক্ষ্যে <NUMBER> - <NUMBER> বছর বয়সী শিশু-কিশোরদের জন্য অনলাইন কুইজ প্রতিযোগিতা <NUMBER> শুরু হয়েছে।
ham,0,০২ অক্টোবর জাতীয় উৎপাদনশীলতা দিবস। এ বছর দিবসের মূল প্রতিপাদ্য বিষয়-“অপ্রতিরোধ্য অগ্রযাত্রায় উৎপাদনশীলতা”।,<NUMBER> অক্টোবর জাতীয় উৎপাদনশীলতা দিবস। এ বছর দিবসের মূল প্রতিপাদ্য বিষয়-“অপ্রতিরোধ্য অগ্রযাত্রায় উৎপাদনশীলতা”।
ham,0,তথ্য ও যোগাযোগ প্রযুক্তি বিভাগের উদ্যোগে উদ্বোধন হলো ‘হাসিনা এন্ড ফ্রেন্ডস’। ভিজিট করুন: www.hasinaandfriends.gov.bd,তথ্য ও যোগাযোগ প্রযুক্তি বিভাগের উদ্যোগে উদ্বোধন হলো ‘হাসিনা এন্ড ফ্রেন্ডস’। ভিজিট করুন: <URL>
ham,0,আজ বিশ্ব জলাতঙ্ক দিবস-২০২১,আজ বিশ্ব জলাতঙ্ক দিবস- <NUMBER>
ham,0,"২৮ সেপ্টেম্বর বিশ্ব জলাতঙ্ক দিবস । প্রতিপাদ্য ‘জলাতঙ্ক: মৃত্যু আর নয়, সবার সাথে সমন্বয়’-সিডিসি, স্বাস্থ্য অধিদপ্তর।","<NUMBER> সেপ্টেম্বর বিশ্ব জলাতঙ্ক দিবস । প্রতিপাদ্য ‘জলাতঙ্ক: মৃত্যু আর নয়, সবার সাথে সমন্বয়’-সিডিসি, স্বাস্থ্য অধিদপ্তর।"
ham,0,"বিশ্ব পর্যটন দিবস ২০২২ এর প্রতিপাদ্য “পর্যটনে নতুন ভাবনা’’। অংশীজনদের কানেক্টিভিটি দৃঢ়করণের মাধ্যমে পর্যটনের উন্নয়ন আমাদের লক্ষ্য। বাংলাদেশ ট্যুরিজম বোর্ড, বেসামরিক বিমান পরিবহন ও পর্যটন মন্ত্রণালয়।","বিশ্ব পর্যটন দিবস <NUMBER> এর প্রতিপাদ্য “পর্যটনে নতুন ভাবনা’’। অংশীজনদের কানেক্টিভিটি দৃঢ়করণের মাধ্যমে পর্যটনের উন্নয়ন আমাদের লক্ষ্য। বাংলাদেশ ট্যুরিজম বোর্ড, বেসামরিক বিমান পরিবহন ও পর্যটন মন্ত্রণালয়।"
ham,0,"“অন্তর্ভুক্তিমূলক প্রবৃদ্ধিতে পর্যটন”। টেকসই ও অন্তর্ভুক্তিমূলক পর্যটনের মাধ্যমে সমৃদ্ধি অর্জনই আমাদের লক্ষ্য-বাংলাদেশ ট্যুরিজম বোর্ড, বেসামরিক বিমান পরিবহন ও পর্যটন মন্ত্রণালয়।","“অন্তর্ভুক্তিমূলক প্রবৃদ্ধিতে পর্যটন”। টেকসই ও অন্তর্ভুক্তিমূলক পর্যটনের মাধ্যমে সমৃদ্ধি অর্জনই আমাদের লক্ষ্য-বাংলাদেশ ট্যুরিজম বোর্ড, বেসামরিক বিমান পরিবহন ও পর্যটন মন্ত্রণালয়।"
ham,0,২৮ সেপ্টেম্বর আন্তর্জাতিক তথ্য অধিকার দিবস ‘‘তথ্য প্রযুক্তির যুগে জনগণের তথ্য অধিকার নিশ্চিত হোক” -তথ্য কমিশন।,<NUMBER> সেপ্টেম্বর আন্তর্জাতিক তথ্য অধিকার দিবস ‘‘তথ্য প্রযুক্তির যুগে জনগণের তথ্য অধিকার নিশ্চিত হোক” -তথ্য কমিশন।
ham,0,২৮ সেপ্টেম্বর আন্তর্জাতিক তথ্য অধিকার দিবস,<NUMBER> সেপ্টেম্বর আন্তর্জাতিক তথ্য অধিকার দিবস
ham,0,"‘‘বৈদেশিক কর্মসংস্থান, ঋণ সহায়তা, প্রবাসী কর্মী ও তাঁদের পরিবারের কল্যাণ এবং সহযোগিতার জন্য দিনরাত ২৪/৭ যোগাযোগ করুন: প্রবাসবন্ধু কলসেন্টার, ১৬১৩৫ (টোল ফ্রি, দেশ থেকে), +৮৮০৯৬১০১০২০৩০ (বিদেশ থেকে)’’","‘‘বৈদেশিক কর্মসংস্থান, ঋণ সহায়তা, প্রবাসী কর্মী ও তাঁদের পরিবারের কল্যাণ এবং সহযোগিতার জন্য দিনরাত <NUMBER> / <NUMBER> যোগাযোগ করুন: প্রবাসবন্ধু কলসেন্টার, <PHONE> (টোল ফ্রি, দেশ থেকে), <PHONE> (বিদেশ থেকে)’’"
ham,0,"বোয়েসেল জর্ডানে সরকারিভাবে বিনা খরচে মহিলা গার্মেন্টস কর্মী নিয়োগ দিচ্ছে। প্রতি শুক্রবার বিকেটিটিসি, বিজিটিটিসি ও শেখ ফজিলাতুন্নেছা মুজিব টিটিসি, মিরপুরে কর্মী বাছাই করা হবে। যোগাযোগঃ ০১৭৬৫-৪১১৬৫৩","বোয়েসেল জর্ডানে সরকারিভাবে বিনা খরচে মহিলা গার্মেন্টস কর্মী নিয়োগ দিচ্ছে। প্রতি শুক্রবার বিকেটিটিসি, বিজিটিটিসি ও শেখ ফজিলাতুন্নেছা মুজিব টিটিসি, মিরপুরে কর্মী বাছাই করা হবে। যোগাযোগঃ <PHONE>"
ham,0,২৪ সেপ্টেম্বর বিশ্ব নৌ দিবস। এ বছরের প্রতিপাদ্য “মারপোল কনভেনশনের ৫০ বছর-সামুদ্রিক পরিবেশ রক্ষায় নিরলস অগ্রযাত্রায়” -নৌপরিবহন অধিদপ্তর ।,<NUMBER> সেপ্টেম্বর বিশ্ব নৌ দিবস। এ বছরের প্রতিপাদ্য “মারপোল কনভেনশনের <NUMBER> বছর-সামুদ্রিক পরিবেশ রক্ষায় নিরলস অগ্রযাত্রায়” -নৌপরিবহন অধিদপ্তর ।
ham,0,"২২ সেপ্টেম্বর ২০২১ “বিশ্ব ব্যক্তিগত গাড়িমুক্ত দিবস”। “গণপরিবহনে ও হেঁটে চলি, ব্যক্তিগত গাড়ি সীমিত করি”-ডিটিসিএ।","<NUMBER> সেপ্টেম্বর <NUMBER> “বিশ্ব ব্যক্তিগত গাড়িমুক্ত দিবস”। “গণপরিবহনে ও হেঁটে চলি, ব্যক্তিগত গাড়ি সীমিত করি”-ডিটিসিএ।"
ham,0,‘বাংলাদেশ সেনাবাহিনীতে কমিশন্ড অফিসার হিসেবে ৯২তম বিএমএ দীর্ঘমেয়াদী কোর্সে যোগ দিন। বিস্তারিতঃ https://joinbangladesharmy.mil.mil.bd’,‘বাংলাদেশ সেনাবাহিনীতে কমিশন্ড অফিসার হিসেবে ৯২তম বিএমএ দীর্ঘমেয়াদী কোর্সে যোগ দিন। বিস্তারিতঃ <URL>
ham,0,‘স্মার্ট বাংলাদেশ দিবস ২০২৩’ উপলক্ষ্যে ৮ বা তদুর্ধ্ব বছর বয়সী নাগরিকের জন্য কুইজ প্রতিযোগিতা আয়োজন করা হয়েছে। নিবন্ধন চলবে ২০/০৯/২০২৩ পর্যন্ত। বিস্তারিত: quiz.smartbangladesh.gov.bd,‘স্মার্ট বাংলাদেশ দিবস <NUMBER> ’ উপলক্ষ্যে <NUMBER> বা তদুর্ধ্ব বছর বয়সী নাগরিকের জন্য কুইজ প্রতিযোগিতা আয়োজন করা হয়েছে। নিবন্ধন চলবে <NUMBER> / <NUMBER> / <NUMBER> পর্যন্ত। বিস্তারিত: <URL>
ham,0,‘বাংলাদেশ বিমান বাহিনীতে ৮৯ বাফা কোর্সে অফিসার ক্যাডেট নিয়োগ চলছে। বিস্তারিতঃ https://joinairforce.baf.mil.bd’,‘বাংলাদেশ বিমান বাহিনীতে <NUMBER> বাফা কোর্সে অফিসার ক্যাডেট নিয়োগ চলছে। বিস্তারিতঃ <URL>
ham,0,বাংলাদেশ নৌবাহিনীতে অফিসার ক্যাডেট পদে নিয়োগ চলছে। ভিজিট করুনঃ www.joinnavy.navy.mil.bd,বাংলাদেশ নৌবাহিনীতে অফিসার ক্যাডেট পদে নিয়োগ চলছে। ভিজিট করুনঃ <URL>
ham,0,ইভিএম এর প্রকৃত উদ্দেশ্য জাল ভোট বন্ধ করে জনগণের ভোটাধিকার সুনিশ্চিত করা-ইসি,ইভিএম এর প্রকৃত উদ্দেশ্য জাল ভোট বন্ধ করে জনগণের ভোটাধিকার সুনিশ্চিত করা-ইসি
ham,0,নৌবাহিনীতে আর্থিক লেনদেনের মাধ্যমে ভর্তি হওয়া দন্ডনীয় অপরাধ। প্রতারক বা দালাল চক্র হতে সাবধান।,নৌবাহিনীতে আর্থিক লেনদেনের মাধ্যমে ভর্তি হওয়া দন্ডনীয় অপরাধ। প্রতারক বা দালাল চক্র হতে সাবধান।
ham,0,আন্তর্জাতিক নিউট্রিশন অলিম্পিয়াড ২০২২ এ অংশ নিয়ে সকলের পুষ্টিমান উন্নত করতে তরুণদের নেতৃত্ব প্রতিষ্ঠায় সহায়তা করুন। নাম নিবন্ধন করুন: http://cutt.ly/8CgjCP9,আন্তর্জাতিক নিউট্রিশন অলিম্পিয়াড <NUMBER> এ অংশ নিয়ে সকলের পুষ্টিমান উন্নত করতে তরুণদের নেতৃত্ব প্রতিষ্ঠায় সহায়তা করুন। নাম নিবন্ধন করুন: <URL>
ham,0,ইভিএম এর মাধ্যমে আঙ্গুলের ছাপ যাচাই করা হয় বিধায় দ্বিতীয়বার ভোট প্রদান করা সম্ভব নয়-ইসি,ইভিএম এর মাধ্যমে আঙ্গুলের ছাপ যাচাই করা হয় বিধায় দ্বিতীয়বার ভোট প্রদান করা সম্ভব নয়-ইসি
ham,0,আজ ‘বিশ্ব ওজোন দিবস’ ১৬ সেপ্টেম্বর ২০২৩। ওজোনস্তর রক্ষায় এবারের প্রতিপাদ্য:,আজ ‘বিশ্ব ওজোন দিবস’ <NUMBER> সেপ্টেম্বর <NUMBER> । ওজোনস্তর রক্ষায় এবারের প্রতিপাদ্য:
ham,0,"“মন্ট্রিল প্রটোকল মেনে ওজোনস্তর রক্ষা করি- নিরাপদ খাদ্য ও প্রতিষেধকের শীতল বিশ্ব গড়ি” প্রত্যয়ে আজ পালিত হচ্ছে বিশ্ব ওজোন দিবস। পরিবেশ অধিদপ্তর, পরিবেশ, বন ও জলবায়ু পরিবর্তন মন্ত্রণালয়।","“মন্ট্রিল প্রটোকল মেনে ওজোনস্তর রক্ষা করি- নিরাপদ খাদ্য ও প্রতিষেধকের শীতল বিশ্ব গড়ি” প্রত্যয়ে আজ পালিত হচ্ছে বিশ্ব ওজোন দিবস। পরিবেশ অধিদপ্তর, পরিবেশ, বন ও জলবায়ু পরিবর্তন মন্ত্রণালয়।"
ham,0,বাংলাদেশ নৌবাহিনীতে অফিসার ক্যাডেট পদে নিয়োগ চলছে। ভিজিট করুনঃ http://joinnavy.navy.mil.bd,বাংলাদেশ নৌবাহিনীতে অফিসার ক্যাডেট পদে নিয়োগ চলছে। ভিজিট করুনঃ <URL>
ham,0,"১৪ সেপ্টেম্বর, ‘‘জাতীয় স্থানীয় সরকার দিবস’’","<NUMBER> সেপ্টেম্বর, ‘‘জাতীয় স্থানীয় সরকার দিবস’’"
ham,0,যুব ও ক্রীড়া মন্ত্রণালয় কর্তৃক ১১ সেপ্টেম্বর ২০২২ সকাল ১০টায় ওসমানী স্মৃতি মিলনায়তনে ‘শেখ হাসিনা ইয়ুথ ভলান্টিয়ার অ্যাওয়ার্ড’-২০২২ প্রদান করা হবে। প্রধান অতিথি হিসেবে উপস্থিত থাকবেন মাননীয় প্রধানমন্ত্রী শেখ হাসিনা।,যুব ও ক্রীড়া মন্ত্রণালয় কর্তৃক <NUMBER> সেপ্টেম্বর <NUMBER> সকাল ১০টায় ওসমানী স্মৃতি মিলনায়তনে ‘শেখ হাসিনা ইয়ুথ ভলান্টিয়ার অ্যাওয়ার্ড’- <NUMBER> প্রদান করা হবে। প্রধান অতিথি হিসেবে উপস্থিত থাকবেন মাননীয় প্রধানমন্ত্রী শেখ হাসিনা।
ham,0,"“গড়তে উন্নত দেশ, চাই বিনিয়োগ-বান্ধব বাংলাদেশ” ষষ্ঠ প্রতিষ্ঠাবার্ষিকীতে সকলকে শুভেচ্ছা। বাংলাদেশ বিনিয়োগ উন্নয়ন কর্তৃপক্ষ (বিডা), প্রধানমন্ত্রীর কার্যালয়। www.bida.gov.bd","“গড়তে উন্নত দেশ, চাই বিনিয়োগ-বান্ধব বাংলাদেশ” ষষ্ঠ প্রতিষ্ঠাবার্ষিকীতে সকলকে শুভেচ্ছা। বাংলাদেশ বিনিয়োগ উন্নয়ন কর্তৃপক্ষ (বিডা), প্রধানমন্ত্রীর কার্যালয়। <URL>"
ham,0,"০৮-১৪ অক্টোবর ২০২৩ জাতীয় কৃমি নিয়ন্ত্রণ সপ্তাহে ৫-১৬ বছর বয়সী সকল শিশুকে বিদ্যালয়ে উপস্থিতির মাধ্যমে ভরাপেটে ১ ডোজ কৃমি নাশক ওষুধ খাওয়ান-স্বাস্থ্য অধিদপ্তর, স্বাস্থ্য ও প. ক. মন্ত্রণালয়।","<NUMBER> - <NUMBER> অক্টোবর <NUMBER> জাতীয় কৃমি নিয়ন্ত্রণ সপ্তাহে <NUMBER> - <NUMBER> বছর বয়সী সকল শিশুকে বিদ্যালয়ে উপস্থিতির মাধ্যমে ভরাপেটে <NUMBER> ডোজ কৃমি নাশক ওষুধ খাওয়ান-স্বাস্থ্য অধিদপ্তর, স্বাস্থ্য ও প. ক. মন্ত্রণালয়।"
ham,0,ইভিএমে ভোট দিতে পছন্দের প্রতীকের পাশের সাদা বাটন এবং ভোট নিশ্চিত করতে সবুজ বাটন চাপুন-ইসি,ইভিএমে ভোট দিতে পছন্দের প্রতীকের পাশের সাদা বাটন এবং ভোট নিশ্চিত করতে সবুজ বাটন চাপুন-ইসি
ham,0,‘‘অনলাইনে নিরাপদ থাকা সহজ” এই প্রতিপাদ্যকে সামনে রেখে অক্টোবর মাসব্যাপী পালিত হচ্ছে সাইবার নিরাপত্তা সচেতনতা মাস ২০২২-বিটিআরসি।,‘‘অনলাইনে নিরাপদ থাকা সহজ” এই প্রতিপাদ্যকে সামনে রেখে অক্টোবর মাসব্যাপী পালিত হচ্ছে সাইবার নিরাপত্তা সচেতনতা মাস <NUMBER> -বিটিআরসি।
ham,0,"শেখ রাসেল দিবস উদযাপন উপলক্ষ্যে জাতীয় বিজ্ঞান ও প্রযুক্তি জাদুঘর কর্তৃক আগামী ৯ অক্টোবর, ২০২১খ্রিঃ রচনা ও চিত্রাঙ্কন প্রতিযোগিতা সম্পর্কে বিস্তারিত জানতে ভিজিট করুনঃ www.nmst.gov.bd।","শেখ রাসেল দিবস উদযাপন উপলক্ষ্যে জাতীয় বিজ্ঞান ও প্রযুক্তি জাদুঘর কর্তৃক আগামী <NUMBER> অক্টোবর, ২০২১খ্রিঃ রচনা ও চিত্রাঙ্কন প্রতিযোগিতা সম্পর্কে বিস্তারিত জানতে ভিজিট করুনঃ <URL>"
ham,0,ইভিএম এর মাধ্যমে আঙ্গুলের ছাপ যাচাই করা হয় বিধায় দ্বিতীয়বার ভোট প্রদান করা সম্ভব নয়-ইসি।,ইভিএম এর মাধ্যমে আঙ্গুলের ছাপ যাচাই করা হয় বিধায় দ্বিতীয়বার ভোট প্রদান করা সম্ভব নয়-ইসি।
ham,0,আইসিটি ফ্রিল্যান্সারদের অ্যাসেসমেন্ট ও সনদায়নের লক্ষ্যে আবেদন সংগ্রহ করা হচ্ছে। বিস্তারিত তথ্যের জন্য ভিজিট করুন www.nsda.gov.bd।,আইসিটি ফ্রিল্যান্সারদের অ্যাসেসমেন্ট ও সনদায়নের লক্ষ্যে আবেদন সংগ্রহ করা হচ্ছে। বিস্তারিত তথ্যের জন্য ভিজিট করুন <URL>
ham,0,০৬ অক্টোবর ২০২২ জাতীয় জন্ম ও মৃত্যু নিবন্ধন দিবস। এবারের প্রতিপাদ্য,<NUMBER> অক্টোবর <NUMBER> জাতীয় জন্ম ও মৃত্যু নিবন্ধন দিবস। এবারের প্রতিপাদ্য
ham,0,"০৬ অক্টোবর ২০২১ জাতীয় জন্ম ও মৃত্যু নিবন্ধন দিবস। এবারের প্রতিপাদ্য ‘সবার জন্য প্রয়োজন জন্ম ও মৃত্যুর পরপরই নিবন্ধন’। রেজিস্ট্রার জেনারেলের কার্যালয়, জন্ম ও মৃত্যু নিবন্ধন, স্থানীয় সরকার বিভাগ।","<NUMBER> অক্টোবর <NUMBER> জাতীয় জন্ম ও মৃত্যু নিবন্ধন দিবস। এবারের প্রতিপাদ্য ‘সবার জন্য প্রয়োজন জন্ম ও মৃত্যুর পরপরই নিবন্ধন’। রেজিস্ট্রার জেনারেলের কার্যালয়, জন্ম ও মৃত্যু নিবন্ধন, স্থানীয় সরকার বিভাগ।"
ham,0,"“নাগরিক অধিকার করতে সুরক্ষণ ৪৫ দিনের মধ্যে জন্ম ও মৃত্যু নিবন্ধন”। - জন্ম ও মৃত্যু নিবন্ধন, স্থানীয় সরকার বিভাগ","“নাগরিক অধিকার করতে সুরক্ষণ <NUMBER> দিনের মধ্যে জন্ম ও মৃত্যু নিবন্ধন”। - জন্ম ও মৃত্যু নিবন্ধন, স্থানীয় সরকার বিভাগ"
ham,0,বাংলাদেশ সেনাবাহিনীর ৪০তম ডিএসএসসি (এএফএনএস) কোর্সে যোগদানের জন্য ২৩ সেপ্টেম্বর ২০২২ তারিখ হতে আবেদন আহবান করা হয়েছে। বিস্তারিত : https://joinbangladesharmy.army.mil.bd,বাংলাদেশ সেনাবাহিনীর ৪০তম ডিএসএসসি (এএফএনএস) কোর্সে যোগদানের জন্য <NUMBER> সেপ্টেম্বর <NUMBER> তারিখ হতে আবেদন আহবান করা হয়েছে। বিস্তারিত : <URL>
ham,0,প্রাকৃতিক ঘটনা সৌর ব্যতিচারের কারণে ৩০ সেপ্টেম্বর-০৭ অক্টোবর ২০২২ পর্যন্ত বিভিন্ন সময়ে বঙ্গবন্ধু স্যাটেলাইট-১ এর মাধ্যমে টিভি সম্প্রচারে সাময়িক বিঘ্ন ঘটতে পারে। বিস্তারিতঃ www.bscl.gov.bd,প্রাকৃতিক ঘটনা সৌর ব্যতিচারের কারণে <NUMBER> সেপ্টেম্বর- <NUMBER> অক্টোবর <NUMBER> পর্যন্ত বিভিন্ন সময়ে বঙ্গবন্ধু স্যাটেলাইট- <NUMBER> এর মাধ্যমে টিভি সম্প্রচারে সাময়িক বিঘ্ন ঘটতে পারে। বিস্তারিতঃ <URL>
